instance,alpha,beta,bound,crossoverRate,elitism,interAttemptRate,interMutationRate,intraMutationRate,populationSize,probBestIndividual,probReversal,probSingle
p11,95.78435445596462,2.897320188775995,1.7367302816455357,0.8958862666034899,0.12267310961166893,3.336392546562041,0.6157023383082706,0.5868881401545908,340.6989071819581,0.8214570904613276,0.5639268658209337,0.5808397627122702
p12,85.63154336247555,3.3386919247027294,2.0160209297921163,0.8880250246457874,0.10131374236247119,2.3448817974241813,0.4273424888043533,0.4468304713961493,687.3747384128741,0.7814935347138736,0.4958778328545278,0.5406367776918625
p13,85.63154336247555,3.3386919247027294,2.0160209297921163,0.8880250246457874,0.10131374236247119,2.3448817974241813,0.4273424888043533,0.4468304713961493,687.3747384128741,0.7814935347138736,0.4958778328545278,0.5406367776918625
p14,85.63154336247555,3.3386919247027294,2.0160209297921163,0.8880250246457874,0.10131374236247119,2.3448817974241813,0.4273424888043533,0.4468304713961493,687.3747384128741,0.7814935347138736,0.4958778328545278,0.5406367776918625
p15,100.00656104631679,2.277515600218069,1.7202811040921706,0.8673995997955369,0.10046660762338729,2.7976113893860712,0.5801261368104589,0.48381579839144645,263.8236185457026,0.8128301031341909,0.5148285065069711,0.5569890703762838
p16,100.00656104631679,2.277515600218069,1.7202811040921706,0.8673995997955369,0.10046660762338729,2.7976113893860712,0.5801261368104589,0.48381579839144645,263.8236185457026,0.8128301031341909,0.5148285065069711,0.5569890703762838
p17,100.00656104631679,2.277515600218069,1.7202811040921706,0.8673995997955369,0.10046660762338729,2.7976113893860712,0.5801261368104589,0.48381579839144645,263.8236185457026,0.8128301031341909,0.5148285065069711,0.5569890703762838
p18,121.07832112867008,2.101930712636022,1.5226044947630188,0.842501507461004,0.10068561290358401,2.4026249137664943,0.6099166291732344,0.4691926461199891,151.67165523907858,0.8208477614110714,0.4904446968138394,0.5469621922011004
p19,121.07832112867008,2.101930712636022,1.5226044947630188,0.842501507461004,0.10068561290358401,2.4026249137664943,0.6099166291732344,0.4691926461199891,151.67165523907858,0.8208477614110714,0.4904446968138394,0.5469621922011004
p20,121.07832112867008,2.101930712636022,1.5226044947630188,0.842501507461004,0.10068561290358401,2.4026249137664943,0.6099166291732344,0.4691926461199891,151.67165523907858,0.8208477614110714,0.4904446968138394,0.5469621922011004
p21,99.21873912340014,3.6998715939584583,1.8972468052976525,0.8576939656388809,0.0912593585193286,3.879830170383512,0.6289963253946305,0.5331491484033857,140.92844459369925,0.8011868483054924,0.6667106735072836,0.5864955208006055
p22,99.21873912340014,3.6998715939584583,1.8972468052976525,0.8576939656388809,0.0912593585193286,3.879830170383512,0.6289963253946305,0.5331491484033857,140.92844459369925,0.8011868483054924,0.6667106735072836,0.5864955208006055
p23,99.21873912340014,3.6998715939584583,1.8972468052976525,0.8576939656388809,0.0912593585193286,3.879830170383512,0.6289963253946305,0.5331491484033857,140.92844459369925,0.8011868483054924,0.6667106735072836,0.5864955208006055
